order_id,order_date,order_time,customer_id,store_location,product,flavor,quantity,price_per_unit,total_price,payment_method,order_type,promotion
2832,10/16/2024,2,2832,Suburb,Coffee,,2,3.51,7.02,Mobile,In-store,None
2833,1/4/2025,19,2833,Suburb,Donut,Chocolate,2,2.07,4.14,Mobile,Delivery,None
2834,8/11/2024,21,2834,Uptown,Hot Tea,,2,3.29,6.58,Credit Card,Delivery,None
2835,6/17/2024,10,2835,Midtown,Milk,,1,2.99,2.99,Mobile,Delivery,Buy 1 Get 1
2836,1/27/2025,13,2836,Midtown,Hot Tea,,1,2.56,2.56,Credit Card,In-store,10% Off
2837,5/14/2024,1,2837,Suburb,Orange Juice,,1,3.51,3.51,Mobile,Delivery,Buy 1 Get 1
2838,12/11/2024,20,2838,Uptown,Donut,Strawberry Frosted,3,1.71,5.13,Mobile,In-store,Buy 1 Get 1
2839,7/7/2024,4,2839,Suburb,Milk,,5,1.76,8.8,Cash,In-store,None
2840,11/7/2024,20,2840,Downtown,Hot Tea,,2,3.4,6.8,Cash,In-store,10% Off
2841,5/12/2024,19,2841,Suburb,Orange Juice,,2,3.13,6.26,Mobile,In-store,10% Off
2842,5/14/2024,2,2842,Suburb,Hot Tea,,3,3.05,9.15,Mobile,In-store,Buy 1 Get 1
2843,9/6/2024,0,2843,Midtown,Coffee,,2,3.3,6.6,Mobile,Delivery,Buy 1 Get 1
2844,7/4/2024,19,2844,Uptown,Milk,,1,1.97,1.97,Credit Card,Delivery,Buy 1 Get 1
2845,11/10/2024,6,2845,Midtown,Orange Juice,,5,3.51,17.55,Mobile,Delivery,None
2846,8/7/2024,11,2846,Midtown,Coffee,,4,2.7,10.8,Cash,Delivery,10% Off
2847,5/10/2024,9,2847,Suburb,Coffee,,2,3.73,7.46,Credit Card,Delivery,10% Off
2848,3/25/2025,18,2848,Midtown,Hot Tea,,1,3.37,3.37,Credit Card,In-store,Buy 1 Get 1
2849,10/13/2024,5,2849,Suburb,Hot Tea,,4,2.26,9.04,Credit Card,In-store,10% Off
2850,6/3/2024,14,2850,Downtown,Donut,Jelly,5,2.43,12.15,Credit Card,Delivery,Buy 1 Get 1
2851,11/23/2024,19,2851,Uptown,Orange Juice,,4,3.62,14.48,Cash,Delivery,Buy 1 Get 1
2852,7/6/2024,2,2852,Uptown,Orange Juice,,1,2.71,2.71,Cash,In-store,Buy 1 Get 1
2853,8/11/2024,16,2853,Uptown,Hot Tea,,4,1.95,7.8,Cash,In-store,10% Off
2854,12/24/2024,13,2854,Downtown,Orange Juice,,3,3.58,10.74,Mobile,In-store,None
2855,11/17/2024,18,2855,Uptown,Hot Tea,,4,3.46,13.84,Credit Card,Delivery,10% Off
2856,11/19/2024,11,2856,Midtown,Coffee,,2,3.89,7.78,Credit Card,Delivery,Buy 1 Get 1
2857,7/28/2024,9,2857,Uptown,Donut,Glazed,2,1.98,3.96,Mobile,In-store,None
2858,3/19/2025,11,2858,Uptown,Milk,,3,2.82,8.46,Cash,Delivery,10% Off
2859,1/6/2025,20,2859,Midtown,Coffee,,1,4.34,4.34,Cash,In-store,10% Off
2860,8/11/2024,10,2860,Midtown,Hot Tea,,2,2.71,5.42,Credit Card,Delivery,Buy 1 Get 1
2861,11/11/2024,6,2861,Uptown,Hot Tea,,5,2.55,12.75,Mobile,Delivery,10% Off
2862,7/19/2024,10,2862,Midtown,Coffee,,2,4.02,8.04,Cash,Delivery,Buy 1 Get 1
2863,11/5/2024,11,2863,Downtown,Orange Juice,,2,3.58,7.16,Mobile,Delivery,10% Off
2864,5/19/2024,18,2864,Uptown,Hot Tea,,1,2.85,2.85,Cash,Delivery,10% Off
2865,12/25/2024,14,2865,Suburb,Hot Tea,,4,2.16,8.64,Mobile,In-store,None
2866,3/3/2025,0,2866,Uptown,Coffee,,2,3.19,6.38,Cash,Delivery,10% Off
2867,1/15/2025,10,2867,Midtown,Coffee,,3,3.12,9.36,Credit Card,Delivery,Buy 1 Get 1
2868,10/20/2024,23,2868,Midtown,Hot Tea,,4,1.52,6.08,Mobile,In-store,None
2869,12/21/2024,15,2869,Suburb,Donut,Boston Cream,5,1.46,7.3,Mobile,Delivery,Buy 1 Get 1
2870,4/25/2024,23,2870,Uptown,Donut,Jelly,1,1.55,1.55,Cash,In-store,10% Off
2871,1/13/2025,6,2871,Midtown,Coffee,,5,3.14,15.7,Credit Card,Delivery,Buy 1 Get 1
2872,2/25/2025,15,2872,Downtown,Coffee,,4,3.9,15.6,Mobile,Delivery,Buy 1 Get 1
2873,8/11/2024,11,2873,Downtown,Orange Juice,,4,2.62,10.48,Cash,In-store,Buy 1 Get 1
2874,5/5/2024,21,2874,Midtown,Hot Tea,,4,1.8,7.2,Mobile,Delivery,None
2875,8/26/2024,2,2875,Suburb,Coffee,,5,3.79,18.95,Cash,Delivery,None
2876,5/10/2024,20,2876,Suburb,Milk,,4,1.7,6.8,Credit Card,In-store,Buy 1 Get 1
2877,3/14/2025,8,2877,Midtown,Milk,,5,2.51,12.55,Mobile,In-store,10% Off
2878,5/13/2024,4,2878,Uptown,Orange Juice,,4,3.72,14.88,Mobile,In-store,None
2879,2/5/2025,4,2879,Downtown,Milk,,3,2.02,6.06,Mobile,In-store,None
2880,12/21/2024,3,2880,Suburb,Milk,,4,1.55,6.2,Cash,In-store,Buy 1 Get 1
2881,3/26/2025,11,2881,Suburb,Milk,,5,2.06,10.3,Credit Card,Delivery,10% Off
2882,7/1/2024,5,2882,Midtown,Donut,Strawberry Frosted,2,1.2,2.4,Cash,In-store,Buy 1 Get 1
2883,2/19/2025,7,2883,Uptown,Milk,,4,2.29,9.16,Cash,In-store,10% Off
2884,1/13/2025,0,2884,Suburb,Milk,,2,2.51,5.02,Mobile,Delivery,None
2885,1/30/2025,14,2885,Uptown,Coffee,,3,3.15,9.45,Credit Card,In-store,Buy 1 Get 1
2886,4/21/2024,21,2886,Suburb,Donut,Glazed,1,2.21,2.21,Mobile,In-store,None
2887,11/26/2024,22,2887,Downtown,Coffee,,3,2.17,6.51,Credit Card,In-store,None
2888,8/26/2024,23,2888,Uptown,Donut,Boston Cream,4,1.66,6.64,Cash,In-store,Buy 1 Get 1
2889,10/30/2024,23,2889,Midtown,Orange Juice,,2,2.85,5.7,Mobile,Delivery,None
2890,5/23/2024,6,2890,Uptown,Orange Juice,,2,3.81,7.62,Credit Card,Delivery,10% Off
2891,12/31/2024,4,2891,Uptown,Donut,Strawberry Frosted,5,2.42,12.1,Mobile,Delivery,Buy 1 Get 1
2892,6/27/2024,4,2892,Midtown,Milk,,2,1.57,3.14,Mobile,Delivery,Buy 1 Get 1
2893,3/20/2025,12,2893,Suburb,Orange Juice,,5,3.54,17.7,Cash,Delivery,10% Off
2894,6/7/2024,1,2894,Suburb,Coffee,,1,3.89,3.89,Cash,In-store,10% Off
2895,1/7/2025,12,2895,Downtown,Coffee,,4,4.01,16.04,Mobile,Delivery,10% Off
2896,12/9/2024,15,2896,Suburb,Hot Tea,,5,2.56,12.8,Cash,Delivery,None
2897,7/28/2024,11,2897,Suburb,Orange Juice,,1,3.47,3.47,Credit Card,In-store,Buy 1 Get 1
2898,5/11/2024,15,2898,Suburb,Coffee,,2,2.13,4.26,Mobile,In-store,None
2899,8/7/2024,19,2899,Uptown,Coffee,,2,4.01,8.02,Credit Card,In-store,10% Off
2900,2/1/2025,20,2900,Downtown,Orange Juice,,1,3.94,3.94,Cash,In-store,Buy 1 Get 1
2901,11/2/2024,22,2901,Uptown,Donut,Boston Cream,2,2.37,4.74,Credit Card,In-store,Buy 1 Get 1
2902,6/14/2024,17,2902,Suburb,Orange Juice,,1,3.66,3.66,Credit Card,Delivery,10% Off
2903,4/26/2024,5,2903,Suburb,Orange Juice,,5,3.04,15.2,Credit Card,In-store,Buy 1 Get 1
2904,11/27/2024,21,2904,Midtown,Milk,,5,2.64,13.2,Cash,Delivery,10% Off
2905,7/28/2024,10,2905,Uptown,Milk,,1,1.57,1.57,Mobile,In-store,None
2906,4/14/2024,8,2906,Suburb,Orange Juice,,5,3.33,16.65,Credit Card,In-store,None
2907,3/18/2025,11,2907,Uptown,Orange Juice,,5,2.85,14.25,Credit Card,Delivery,10% Off
2908,11/19/2024,0,2908,Suburb,Milk,,5,2.95,14.75,Credit Card,In-store,Buy 1 Get 1
2909,7/23/2024,13,2909,Suburb,Orange Juice,,3,2.75,8.25,Cash,In-store,Buy 1 Get 1
2910,12/14/2024,9,2910,Downtown,Donut,Glazed,4,2.42,9.68,Cash,Delivery,None
2911,1/7/2025,20,2911,Uptown,Coffee,,2,2.17,4.34,Cash,In-store,Buy 1 Get 1
2912,6/5/2024,13,2912,Suburb,Milk,,3,2.06,6.18,Mobile,Delivery,None
2913,3/8/2025,13,2913,Downtown,Donut,Strawberry Frosted,5,1.83,9.15,Cash,Delivery,Buy 1 Get 1
2914,7/30/2024,13,2914,Suburb,Orange Juice,,1,2.53,2.53,Cash,In-store,None
2915,9/6/2024,7,2915,Uptown,Hot Tea,,5,1.8,9,Mobile,Delivery,10% Off
2916,11/8/2024,6,2916,Downtown,Orange Juice,,4,3.69,14.76,Credit Card,Delivery,10% Off
2917,12/9/2024,3,2917,Uptown,Hot Tea,,5,1.99,9.95,Credit Card,In-store,Buy 1 Get 1
2918,8/24/2024,18,2918,Suburb,Donut,Glazed,1,1.61,1.61,Mobile,Delivery,None
2919,4/28/2024,9,2919,Suburb,Donut,Chocolate,4,1.12,4.48,Mobile,Delivery,Buy 1 Get 1
2920,2/25/2025,10,2920,Uptown,Donut,Strawberry Frosted,5,2.38,11.9,Cash,Delivery,10% Off
2921,12/7/2024,21,2921,Midtown,Donut,Glazed,4,2.03,8.12,Mobile,In-store,None
2922,1/17/2025,6,2922,Uptown,Orange Juice,,2,2.52,5.04,Mobile,In-store,Buy 1 Get 1
2923,4/18/2024,7,2923,Midtown,Milk,,2,2.89,5.78,Cash,In-store,Buy 1 Get 1
2924,3/29/2025,4,2924,Midtown,Milk,,5,2.52,12.6,Credit Card,In-store,Buy 1 Get 1
2925,3/8/2025,20,2925,Midtown,Donut,Strawberry Frosted,4,2.12,8.48,Cash,In-store,10% Off
2926,12/28/2024,10,2926,Midtown,Coffee,,1,4.1,4.1,Mobile,Delivery,10% Off
2927,6/14/2024,13,2927,Suburb,Donut,Jelly,5,2.18,10.9,Credit Card,In-store,10% Off
2928,1/15/2025,22,2928,Suburb,Hot Tea,,2,3.38,6.76,Cash,Delivery,None
2929,12/17/2024,14,2929,Uptown,Hot Tea,,2,2.09,4.18,Mobile,In-store,None
2930,12/16/2024,7,2930,Uptown,Orange Juice,,5,2.73,13.65,Mobile,Delivery,10% Off
2931,2/8/2025,20,2931,Downtown,Orange Juice,,4,2.66,10.64,Credit Card,Delivery,10% Off
2932,4/13/2024,2,2932,Downtown,Orange Juice,,2,2.65,5.3,Cash,Delivery,10% Off
2933,10/4/2024,10,2933,Suburb,Hot Tea,,4,2.61,10.44,Cash,In-store,None
2934,5/6/2024,13,2934,Midtown,Orange Juice,,2,3.33,6.66,Credit Card,In-store,10% Off
2935,1/15/2025,18,2935,Downtown,Milk,,2,2.08,4.16,Mobile,In-store,Buy 1 Get 1
2936,9/16/2024,17,2936,Suburb,Hot Tea,,3,1.84,5.52,Cash,In-store,10% Off
2937,3/9/2025,9,2937,Uptown,Orange Juice,,2,2.9,5.8,Cash,In-store,10% Off
2938,11/15/2024,6,2938,Suburb,Orange Juice,,1,3.13,3.13,Cash,Delivery,10% Off
2939,11/8/2024,23,2939,Suburb,Coffee,,5,3.8,19,Mobile,In-store,10% Off
2940,10/30/2024,22,2940,Suburb,Donut,Chocolate,5,1.46,7.3,Credit Card,Delivery,10% Off
2941,5/22/2024,14,2941,Uptown,Milk,,4,2,8,Credit Card,Delivery,Buy 1 Get 1
2942,7/9/2024,14,2942,Uptown,Coffee,,2,3.2,6.4,Credit Card,Delivery,10% Off
2943,1/25/2025,15,2943,Uptown,Milk,,1,2.95,2.95,Credit Card,Delivery,10% Off
2944,10/27/2024,18,2944,Uptown,Milk,,4,2.05,8.2,Mobile,In-store,Buy 1 Get 1
2945,8/26/2024,7,2945,Suburb,Hot Tea,,3,1.55,4.65,Mobile,In-store,10% Off
2946,9/9/2024,11,2946,Downtown,Orange Juice,,4,3.75,15,Credit Card,Delivery,None
2947,4/21/2024,14,2947,Uptown,Orange Juice,,4,2.86,11.44,Mobile,Delivery,10% Off
2948,10/28/2024,23,2948,Suburb,Donut,Boston Cream,2,2.49,4.98,Mobile,Delivery,Buy 1 Get 1
2949,6/21/2024,3,2949,Suburb,Hot Tea,,3,3.35,10.05,Mobile,In-store,10% Off
2950,12/27/2024,17,2950,Downtown,Hot Tea,,4,2.69,10.76,Cash,In-store,Buy 1 Get 1
2951,4/5/2024,18,2951,Downtown,Orange Juice,,1,2.75,2.75,Mobile,Delivery,10% Off
2952,4/11/2024,4,2952,Downtown,Milk,,1,1.66,1.66,Credit Card,In-store,Buy 1 Get 1
2953,8/18/2024,22,2953,Uptown,Hot Tea,,5,2.62,13.1,Credit Card,Delivery,10% Off
2954,8/22/2024,6,2954,Uptown,Milk,,3,2.66,7.98,Credit Card,In-store,10% Off
2955,2/25/2025,0,2955,Downtown,Donut,Jelly,3,1.62,4.86,Cash,In-store,10% Off
2956,9/10/2024,13,2956,Uptown,Orange Juice,,5,3.01,15.05,Mobile,Delivery,10% Off
2957,12/27/2024,23,2957,Suburb,Milk,,4,1.65,6.6,Credit Card,In-store,10% Off
2958,2/8/2025,1,2958,Midtown,Donut,Glazed,3,1.03,3.09,Mobile,In-store,Buy 1 Get 1
2959,4/8/2024,3,2959,Uptown,Coffee,,1,4.32,4.32,Mobile,In-store,Buy 1 Get 1
2960,1/17/2025,0,2960,Suburb,Coffee,,1,2.83,2.83,Credit Card,In-store,10% Off
2961,7/6/2024,23,2961,Suburb,Coffee,,2,2.47,4.94,Credit Card,In-store,Buy 1 Get 1
2962,9/18/2024,14,2962,Suburb,Hot Tea,,3,3.27,9.81,Mobile,Delivery,10% Off
2963,12/18/2024,16,2963,Downtown,Donut,Chocolate,4,1.31,5.24,Mobile,In-store,Buy 1 Get 1
2964,12/4/2024,8,2964,Uptown,Coffee,,5,2.91,14.55,Credit Card,In-store,10% Off
2965,1/28/2025,20,2965,Midtown,Milk,,5,2.29,11.45,Mobile,Delivery,Buy 1 Get 1
2966,6/3/2024,6,2966,Midtown,Milk,,4,2.38,9.52,Credit Card,Delivery,Buy 1 Get 1
2967,3/21/2025,18,2967,Midtown,Coffee,,2,4.03,8.06,Mobile,In-store,Buy 1 Get 1
2968,12/29/2024,0,2968,Uptown,Coffee,,5,2.78,13.9,Credit Card,In-store,None
2969,7/9/2024,3,2969,Suburb,Orange Juice,,3,3.54,10.62,Credit Card,In-store,Buy 1 Get 1
2970,2/19/2025,0,2970,Suburb,Milk,,2,2.13,4.26,Mobile,In-store,Buy 1 Get 1
2971,6/18/2024,8,2971,Uptown,Coffee,,3,3.22,9.66,Cash,Delivery,10% Off
2972,6/8/2024,1,2972,Midtown,Hot Tea,,1,1.61,1.61,Cash,Delivery,None
2973,3/26/2025,18,2973,Suburb,Coffee,,2,4.04,8.08,Credit Card,Delivery,10% Off
2974,8/6/2024,3,2974,Downtown,Milk,,5,2.23,11.15,Mobile,In-store,None
2975,9/19/2024,14,2975,Uptown,Orange Juice,,2,2.55,5.1,Mobile,Delivery,None
2976,7/2/2024,2,2976,Suburb,Milk,,2,2.35,4.7,Mobile,In-store,Buy 1 Get 1
2977,9/12/2024,23,2977,Midtown,Donut,Jelly,2,2.16,4.32,Mobile,In-store,Buy 1 Get 1
2978,1/7/2025,5,2978,Suburb,Milk,,2,2.32,4.64,Cash,In-store,10% Off
2979,6/3/2024,1,2979,Downtown,Donut,Boston Cream,3,1.39,4.17,Credit Card,In-store,None
2980,10/14/2024,20,2980,Midtown,Coffee,,1,4.03,4.03,Mobile,Delivery,None
2981,11/25/2024,9,2981,Uptown,Hot Tea,,4,1.78,7.12,Cash,In-store,Buy 1 Get 1
2982,3/3/2025,10,2982,Uptown,Orange Juice,,2,3.3,6.6,Credit Card,Delivery,10% Off
2983,11/28/2024,1,2983,Downtown,Hot Tea,,5,2.03,10.15,Cash,Delivery,None
2984,11/2/2024,13,2984,Uptown,Orange Juice,,2,3.8,7.6,Mobile,In-store,None
2985,10/3/2024,3,2985,Uptown,Coffee,,5,3.78,18.9,Mobile,Delivery,10% Off
2986,9/4/2024,11,2986,Midtown,Coffee,,3,3.44,10.32,Mobile,Delivery,10% Off
2987,1/1/2025,20,2987,Downtown,Milk,,5,1.61,8.05,Credit Card,Delivery,Buy 1 Get 1
2988,12/11/2024,13,2988,Suburb,Orange Juice,,4,3.18,12.72,Credit Card,In-store,Buy 1 Get 1
2989,12/28/2024,21,2989,Midtown,Donut,Boston Cream,1,1.95,1.95,Cash,Delivery,None
2990,1/2/2025,19,2990,Suburb,Milk,,5,2.74,13.7,Credit Card,Delivery,10% Off
2991,1/12/2025,7,2991,Uptown,Orange Juice,,5,3.32,16.6,Mobile,Delivery,10% Off
2992,6/20/2024,7,2992,Suburb,Donut,Glazed,1,1.15,1.15,Cash,In-store,None
2993,11/2/2024,23,2993,Suburb,Milk,,4,2.18,8.72,Cash,In-store,Buy 1 Get 1
2994,6/10/2024,15,2994,Midtown,Orange Juice,,2,2.74,5.48,Cash,Delivery,10% Off
2995,5/5/2024,21,2995,Uptown,Donut,Jelly,5,2,10,Cash,Delivery,Buy 1 Get 1
2996,4/25/2024,6,2996,Uptown,Orange Juice,,1,3.59,3.59,Credit Card,In-store,Buy 1 Get 1
2997,3/5/2025,22,2997,Downtown,Donut,Glazed,3,1.32,3.96,Cash,In-store,Buy 1 Get 1
2998,11/21/2024,14,2998,Midtown,Milk,,1,1.51,1.51,Cash,Delivery,Buy 1 Get 1
2999,12/14/2024,3,2999,Uptown,Coffee,,3,3.19,9.57,Credit Card,In-store,Buy 1 Get 1
3000,8/25/2024,7,3000,Midtown,Donut,Glazed,4,1.47,5.88,Cash,Delivery,None
3001,5/5/2024,10,3001,Downtown,Coffee,,2,2.17,4.34,Mobile,In-store,10% Off
3002,7/5/2024,8,3002,Uptown,Orange Juice,,1,3.58,3.58,Credit Card,Delivery,None
3003,3/2/2025,2,3003,Downtown,Donut,Glazed,5,1.21,6.05,Mobile,Delivery,10% Off
3004,4/18/2024,22,3004,Uptown,Milk,,4,1.97,7.88,Cash,Delivery,Buy 1 Get 1
3005,8/30/2024,20,3005,Midtown,Donut,Chocolate,1,1.83,1.83,Mobile,In-store,Buy 1 Get 1
3006,4/14/2024,13,3006,Uptown,Orange Juice,,5,2.81,14.05,Mobile,Delivery,10% Off
3007,12/6/2024,20,3007,Downtown,Donut,Chocolate,1,1.74,1.74,Cash,Delivery,Buy 1 Get 1
3008,6/29/2024,23,3008,Downtown,Hot Tea,,3,1.64,4.92,Credit Card,Delivery,None
3009,9/7/2024,5,3009,Suburb,Milk,,1,2.79,2.79,Credit Card,In-store,10% Off
3010,10/19/2024,4,3010,Downtown,Donut,Glazed,1,1.88,1.88,Credit Card,In-store,None
3011,1/20/2025,1,3011,Suburb,Donut,Boston Cream,1,1.76,1.76,Credit Card,Delivery,None
3012,6/6/2024,10,3012,Uptown,Hot Tea,,4,2.58,10.32,Credit Card,In-store,10% Off
3013,5/29/2024,13,3013,Uptown,Donut,Strawberry Frosted,1,2.38,2.38,Mobile,Delivery,10% Off
3014,11/22/2024,12,3014,Downtown,Hot Tea,,5,2.77,13.85,Credit Card,Delivery,Buy 1 Get 1
3015,4/26/2024,21,3015,Downtown,Coffee,,3,2.14,6.42,Credit Card,In-store,10% Off
3016,6/4/2024,21,3016,Midtown,Hot Tea,,3,2.72,8.16,Mobile,In-store,None
3017,3/30/2025,14,3017,Uptown,Donut,Chocolate,1,2.05,2.05,Credit Card,Delivery,Buy 1 Get 1
3018,2/5/2025,1,3018,Midtown,Hot Tea,,4,3.07,12.28,Cash,Delivery,None
3019,6/20/2024,17,3019,Downtown,Orange Juice,,4,3.6,14.4,Cash,Delivery,10% Off
3020,8/6/2024,19,3020,Midtown,Orange Juice,,5,3.29,16.45,Mobile,In-store,10% Off
3021,12/10/2024,11,3021,Downtown,Milk,,1,2.27,2.27,Credit Card,In-store,10% Off
3022,4/6/2024,12,3022,Downtown,Coffee,,3,2.64,7.92,Mobile,In-store,None
3023,4/3/2025,23,3023,Downtown,Hot Tea,,4,1.51,6.04,Cash,In-store,10% Off
3024,10/7/2024,20,3024,Uptown,Orange Juice,,1,3.07,3.07,Cash,In-store,Buy 1 Get 1
3025,2/25/2025,5,3025,Uptown,Milk,,4,1.84,7.36,Credit Card,Delivery,10% Off
3026,3/11/2025,15,3026,Downtown,Donut,Strawberry Frosted,4,1.56,6.24,Cash,In-store,Buy 1 Get 1
3027,6/1/2024,3,3027,Suburb,Donut,Boston Cream,3,1.1,3.3,Credit Card,Delivery,10% Off
3028,7/4/2024,6,3028,Midtown,Donut,Strawberry Frosted,2,1.69,3.38,Cash,Delivery,Buy 1 Get 1
3029,11/9/2024,22,3029,Uptown,Orange Juice,,5,3.61,18.05,Credit Card,Delivery,Buy 1 Get 1
3030,9/21/2024,14,3030,Uptown,Milk,,5,3,15,Mobile,In-store,None
3031,10/27/2024,9,3031,Midtown,Donut,Boston Cream,3,1.04,3.12,Mobile,In-store,10% Off
3032,9/6/2024,4,3032,Midtown,Donut,Boston Cream,4,2.27,9.08,Cash,In-store,Buy 1 Get 1
3033,12/15/2024,4,3033,Downtown,Coffee,,1,3.05,3.05,Cash,Delivery,None
3034,10/5/2024,12,3034,Suburb,Donut,Chocolate,4,2.35,9.4,Mobile,Delivery,10% Off
3035,3/13/2025,17,3035,Uptown,Donut,Strawberry Frosted,3,1.14,3.42,Mobile,Delivery,None
3036,9/28/2024,19,3036,Suburb,Hot Tea,,5,2.64,13.2,Mobile,In-store,None
3037,3/7/2025,23,3037,Midtown,Orange Juice,,4,2.89,11.56,Credit Card,Delivery,10% Off
3038,5/23/2024,12,3038,Downtown,Milk,,5,1.91,9.55,Cash,In-store,Buy 1 Get 1
3039,4/26/2024,15,3039,Suburb,Donut,Chocolate,1,1.16,1.16,Credit Card,Delivery,10% Off
3040,5/9/2024,1,3040,Uptown,Donut,Strawberry Frosted,5,1.54,7.7,Credit Card,Delivery,10% Off
3041,9/4/2024,9,3041,Downtown,Orange Juice,,5,3.78,18.9,Cash,Delivery,Buy 1 Get 1
3042,6/28/2024,3,3042,Midtown,Hot Tea,,2,1.58,3.16,Cash,In-store,Buy 1 Get 1
3043,1/29/2025,5,3043,Suburb,Coffee,,2,4.42,8.84,Mobile,In-store,Buy 1 Get 1
3044,1/29/2025,22,3044,Uptown,Orange Juice,,2,2.89,5.78,Cash,Delivery,10% Off
3045,4/20/2024,0,3045,Uptown,Hot Tea,,5,3,15,Cash,Delivery,None
3046,9/30/2024,17,3046,Downtown,Coffee,,3,2.3,6.9,Cash,In-store,None
3047,9/29/2024,9,3047,Downtown,Milk,,5,2.06,10.3,Mobile,Delivery,None
3048,3/6/2025,3,3048,Suburb,Donut,Glazed,3,1.3,3.9,Cash,In-store,10% Off
3049,7/3/2024,9,3049,Downtown,Donut,Glazed,3,2.41,7.23,Cash,Delivery,Buy 1 Get 1
3050,9/14/2024,12,3050,Suburb,Milk,,2,2.24,4.48,Mobile,Delivery,None
3051,7/1/2024,5,3051,Uptown,Orange Juice,,4,2.82,11.28,Credit Card,Delivery,10% Off
3052,1/14/2025,19,3052,Uptown,Coffee,,1,2.09,2.09,Mobile,Delivery,10% Off
3053,8/5/2024,23,3053,Suburb,Milk,,2,2.82,5.64,Cash,In-store,10% Off
3054,3/27/2025,18,3054,Uptown,Milk,,2,1.71,3.42,Mobile,In-store,Buy 1 Get 1
3055,6/4/2024,6,3055,Suburb,Hot Tea,,4,3.09,12.36,Mobile,Delivery,10% Off
3056,3/1/2025,16,3056,Midtown,Hot Tea,,1,3.06,3.06,Mobile,Delivery,10% Off
3057,5/4/2024,16,3057,Midtown,Orange Juice,,5,2.77,13.85,Mobile,In-store,None
3058,2/25/2025,8,3058,Suburb,Orange Juice,,5,2.59,12.95,Mobile,Delivery,Buy 1 Get 1
3059,12/9/2024,14,3059,Downtown,Coffee,,2,4.43,8.86,Cash,In-store,10% Off
3060,7/17/2024,2,3060,Downtown,Hot Tea,,1,3.13,3.13,Cash,Delivery,10% Off
3061,12/9/2024,21,3061,Midtown,Coffee,,2,2.44,4.88,Mobile,Delivery,Buy 1 Get 1
3062,12/10/2024,12,3062,Uptown,Donut,Jelly,3,2.42,7.26,Mobile,In-store,10% Off
3063,2/2/2025,23,3063,Suburb,Hot Tea,,2,2.12,4.24,Cash,In-store,None
3064,5/2/2024,8,3064,Downtown,Coffee,,2,3.5,7,Mobile,Delivery,None
3065,12/15/2024,12,3065,Uptown,Orange Juice,,5,3.88,19.4,Cash,Delivery,Buy 1 Get 1
3066,11/24/2024,8,3066,Midtown,Coffee,,5,4.3,21.5,Cash,In-store,None
3067,5/14/2024,22,3067,Uptown,Hot Tea,,5,2.91,14.55,Cash,Delivery,None
3068,5/10/2024,6,3068,Suburb,Orange Juice,,3,3.56,10.68,Mobile,In-store,10% Off
3069,5/28/2024,10,3069,Uptown,Orange Juice,,5,2.98,14.9,Mobile,Delivery,Buy 1 Get 1
3070,10/1/2024,10,3070,Uptown,Milk,,1,2.47,2.47,Mobile,Delivery,None
3071,6/10/2024,7,3071,Suburb,Hot Tea,,4,3.13,12.52,Credit Card,Delivery,None
3072,7/25/2024,16,3072,Suburb,Coffee,,1,3.82,3.82,Mobile,In-store,None
3073,5/31/2024,16,3073,Uptown,Hot Tea,,1,2.14,2.14,Mobile,In-store,10% Off
3074,6/18/2024,6,3074,Downtown,Coffee,,5,2.83,14.15,Cash,Delivery,10% Off
3075,1/8/2025,22,3075,Downtown,Coffee,,4,3.59,14.36,Mobile,Delivery,10% Off
3076,9/9/2024,11,3076,Downtown,Donut,Jelly,4,1.31,5.24,Credit Card,Delivery,None
3077,2/5/2025,23,3077,Suburb,Donut,Glazed,4,1.58,6.32,Cash,Delivery,10% Off
3078,2/16/2025,9,3078,Suburb,Milk,,3,2.03,6.09,Cash,Delivery,Buy 1 Get 1
3079,11/25/2024,6,3079,Downtown,Coffee,,5,2.41,12.05,Cash,Delivery,None
3080,4/19/2024,19,3080,Downtown,Orange Juice,,4,2.89,11.56,Cash,Delivery,None
3081,3/2/2025,13,3081,Downtown,Milk,,3,1.74,5.22,Mobile,In-store,10% Off
3082,10/23/2024,21,3082,Suburb,Hot Tea,,2,3.47,6.94,Mobile,In-store,10% Off
3083,3/8/2025,22,3083,Suburb,Coffee,,2,3.52,7.04,Cash,In-store,None
3084,12/24/2024,23,3084,Uptown,Orange Juice,,3,2.81,8.43,Credit Card,Delivery,Buy 1 Get 1
3085,10/11/2024,2,3085,Downtown,Orange Juice,,3,2.95,8.85,Cash,Delivery,Buy 1 Get 1
3086,4/12/2024,12,3086,Uptown,Hot Tea,,5,3.18,15.9,Cash,Delivery,None
3087,1/12/2025,8,3087,Suburb,Milk,,5,1.63,8.15,Cash,In-store,None
3088,4/2/2025,13,3088,Midtown,Coffee,,2,2.43,4.86,Cash,Delivery,None
3089,12/27/2024,14,3089,Suburb,Orange Juice,,4,3.68,14.72,Credit Card,Delivery,None
3090,11/16/2024,12,3090,Midtown,Hot Tea,,2,2.28,4.56,Credit Card,Delivery,None
3091,6/28/2024,12,3091,Suburb,Milk,,4,1.57,6.28,Credit Card,Delivery,None
3092,2/3/2025,14,3092,Uptown,Orange Juice,,4,3.35,13.4,Mobile,In-store,None
3093,10/28/2024,3,3093,Suburb,Orange Juice,,5,3.71,18.55,Mobile,In-store,Buy 1 Get 1
